0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 84, 504, 685, 74, 0, 0, 141
0, 0, 0, 4, 121, 663, 0, 0, 19
0, 0, 26, 0, 2, 413, 0, 0, 347
0, 0, 29, 575, 995, 4, 3, 3, 22
0, 0, 48, 3, 265, 616, 0, 3, 96
0, 0, 20, 26, 119, 313, 0, 0, 0
0, 0, 56, 62, 639, 433, 2, 2, 19
0, 0, 65, 0, 41, 566, 0, 0, 16
0, 0, 183, 1, 125, 508, 0, 0, 24
0, 238, 390, 421, 749, 364, 2, 13, 149
0, 35, 187, 128, 864, 627, 3, 3, 109
0, 0, 0, 0, 209, 620, 0, 0, 14
0, 0, 150, 206, 618, 288, 3, 7, 167
0, 98, 148, 653, 1000, 304, 3, 3, 261
0, 7, 221, 516, 975, 242, 4, 4, 255
0, 0, 45, 175, 700, 295, 0, 3, 66
0, 54, 510, 693, 696, 3, 2, 2, 21
0, 0, 39, 79, 745, 722, 3, 12, 51
0, 0, 244, 0, 55, 397, 0, 0, 121
8, 41, 278, 999, 999, 0, 3, 3, 176
0, 0, 174, 998, 999, 0, 46, 101, 262
0, 0, 0, 0, 77, 419, 0, 3, 26
0, 0, 510, 168, 570, 668, 0, 54, 893
0, 0, 90, 0, 164, 674, 0, 0, 5
0, 0, 29, 437, 996, 72, 2, 14, 153
0, 0, 111, 4, 90, 680, 0, 0, 42
0, 0, 0, 337, 996, 216, 3, 3, 95
0, 0, 0, 35, 213, 567, 0, 0, 303
0, 12, 389, 56, 132, 535, 0, 0, 0
0, 0, 50, 0, 306, 743, 0, 0, 0
0, 0, 7, 0, 0, 263, 0, 0, 3
0, 0, 105, 4, 204, 651, 0, 0, 10
0, 21, 132, 60, 768, 166, 0, 0, 0
0, 0, 93, 2, 140, 607, 0, 0, 120
0, 0, 230, 76, 492, 507, 0, 94, 328
0, 0, 0, 1, 82, 467, 0, 0, 0
0, 25, 105, 996, 1000, 3, 3, 3, 55
0, 0, 152, 997, 999, 0, 3, 3, 32
0, 8, 147, 138, 500, 674, 2, 91, 192
22, 38, 71, 959, 999, 0, 3, 23, 67
0, 0, 0, 52, 333, 564, 0, 3, 12
0, 38, 237, 324, 554, 260, 0, 2, 158
0, 0, 0, 17, 241, 638, 0, 0, 37
0, 0, 8, 0, 95, 644, 0, 0, 47
0, 0, 369, 115, 414, 253, 0, 13, 120
0, 0, 119, 423, 732, 375, 3, 22, 143
0, 0, 356, 11, 189, 490, 0, 0, 0
0, 41, 437, 243, 1000, 169, 2, 68, 160
0, 26, 169, 128, 698, 503, 2, 8, 296
0, 25, 45, 981, 982, 0, 2, 2, 0
0, 0, 122, 0, 0, 228, 0, 0, 38
0, 34, 60, 2, 198, 617, 0, 5, 226
0, 0, 207, 658, 996, 3, 2, 13, 16
0, 0, 14, 12, 163, 580, 0, 0, 0
0, 0, 326, 3, 249, 597, 0, 0, 11
0, 0, 4, 938, 996, 0, 3, 39, 115
0, 0, 0, 0, 37, 301, 0, 0, 306
0, 39, 135, 640, 1000, 3, 3, 3, 385
0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 85, 0, 4, 249, 0, 0, 0
0, 0, 204, 0, 120, 280, 0, 0, 16
0, 0, 158, 645, 655, 186, 122, 326, 128
0, 0, 79, 728, 994, 5, 2, 2, 56
0, 0, 152, 0, 758, 667, 0, 32, 76
0, 72, 129, 0, 106, 704, 0, 0, 31
0, 9, 17, 24, 354, 541, 0, 0, 30
0, 0, 0, 0, 90, 665, 0, 0, 6
0, 0, 416, 551, 995, 167, 0, 3, 249
0, 0, 233, 0, 190, 782, 0, 0, 0
0, 0, 0, 1, 26, 161, 0, 0, 0
0, 0, 5, 984, 994, 10, 0, 3, 32
0, 0, 213, 0, 141, 582, 0, 0, 0
2, 2, 94, 30, 70, 281, 0, 0, 0
0, 0, 0, 0, 16, 149, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 4
0, 0, 8, 996, 996, 3, 2, 30, 182
0, 0, 0, 46, 309, 113, 0, 0, 0
0, 0, 0, 30, 86, 228, 0, 0, 312
0, 0, 0, 0, 0, 109, 0, 0, 0
0, 0, 26, 393, 416, 76, 0, 0, 78
0, 0, 193, 0, 64, 678, 0, 0, 267
0, 0, 18, 5, 131, 262, 0, 0, 0
0, 0, 28, 250, 506, 373, 4, 53, 372
0, 0, 36, 0, 187, 503, 0, 0, 115
0, 0, 0, 386, 615, 159, 0, 0, 0
0, 0, 210, 24, 57, 189, 0, 8, 590
0, 0, 113, 0, 654, 729, 0, 0, 151
0, 0, 0, 7, 105, 276, 0, 0, 0
0, 30, 121, 0, 26, 259, 0, 0, 0
0, 48, 394, 98, 848, 496, 2, 2, 19
0, 0, 53, 0, 280, 651, 0, 6, 404
0, 0, 0, 0, 11, 120, 0, 0, 38
0, 0, 0, 0, 173, 561, 0, 18, 287
0, 0, 121, 39, 171, 365, 3, 3, 27
0, 0, 0, 6, 138, 432, 0, 167, 762
0, 0, 41, 0, 6, 528, 0, 0, 0
0, 145, 326, 0, 96, 658, 0, 186, 1000
0, 0, 53, 0, 30, 276, 0, 0, 0
