821, 851, 35, 0, 0
526, 672, 470, 0, 0
483, 543, 304, 0, 0
0, 0, 426, 0, 0
16, 462, 870, 0, 0
231, 962, 768, 0, 0
566, 996, 433, 0, 0
536, 586, 137, 0, 0
414, 673, 582, 0, 0
792, 802, 9, 0, 0
246, 523, 456, 0, 0
856, 920, 143, 0, 0
52, 310, 436, 0, 0
27, 118, 560, 12, 0
78, 188, 492, 0, 0
34, 109, 643, 0, 0
230, 327, 663, 0, 0
371, 976, 625, 0, 0
3, 149, 790, 0, 0
29, 152, 548, 0, 0
673, 996, 323, 0, 0
0, 48, 460, 0, 0
338, 463, 548, 0, 0
43, 140, 714, 0, 0
64, 159, 663, 0, 0
0, 0, 490, 0, 0
976, 993, 20, 0, 0
887, 940, 112, 0, 0
881, 924, 68, 0, 0
980, 980, 19, 0, 0
0, 110, 521, 0, 0
979, 999, 20, 0, 0
1, 55, 652, 0, 0
0, 0, 357, 0, 0
105, 642, 894, 0, 0
302, 402, 468, 0, 0
880, 919, 59, 0, 0
13, 98, 871, 0, 0
667, 996, 328, 0, 0
664, 996, 335, 0, 0
970, 971, 0, 0, 0
0, 0, 434, 0, 0
67, 144, 580, 0, 0
0, 53, 819, 0, 0
456, 502, 289, 0, 0
381, 1000, 618, 0, 0
0, 31, 504, 0, 0
287, 754, 709, 0, 0
35, 100, 655, 0, 0
401, 641, 327, 0, 0
912, 970, 58, 0, 0
172, 347, 561, 0, 0
0, 51, 601, 0, 0
2, 98, 730, 174, 0
49, 122, 451, 0, 0
161, 418, 598, 0, 0
105, 333, 511, 0, 0
361, 559, 427, 0, 0
169, 181, 197, 0, 0
139, 303, 400, 0, 0
196, 423, 667, 0, 0
0, 10, 379, 0, 0
0, 11, 258, 0, 0
181, 331, 689, 0, 0
623, 636, 70, 0, 0
193, 403, 501, 0, 0
0, 41, 537, 5, 0
232, 623, 589, 0, 0
0, 0, 193, 201, 0
0, 0, 96, 56, 0
0, 10, 193, 82, 4
0, 0, 95, 6, 0
0, 0, 95, 62, 0
0, 0, 120, 85, 0
0, 37, 541, 0, 0
0, 0, 81, 0, 0
0, 0, 144, 13, 0
0, 0, 368, 0, 0
0, 0, 131, 0, 0
0, 0, 360, 0, 0
132, 300, 485, 0, 0
0, 0, 79, 166, 0
0, 0, 219, 20, 0
0, 0, 247, 45, 0
0, 11, 186, 77, 0
0, 0, 100, 0, 0
0, 0, 206, 78, 0
0, 0, 103, 87, 0
0, 0, 107, 0, 0
0, 0, 344, 0, 0
0, 0, 78, 1, 0
0, 0, 234, 36, 0
525, 683, 474, 0, 0
0, 13, 318, 13, 0
0, 0, 149, 149, 0
0, 0, 197, 0, 0
546, 660, 453, 0, 0
61, 225, 366, 0, 0
0, 0, 31, 106, 0
356, 589, 469, 0, 0
630, 921, 367, 0, 0
0, 0, 109, 48, 0
0, 0, 132, 81, 0
0, 0, 16, 0, 0
979, 994, 20, 0, 0
0, 0, 266, 63, 0
0, 0, 258, 83, 0
0, 0, 172, 46, 0
0, 0, 16, 0, 0
330, 702, 429, 0, 0
850, 882, 106, 0, 0
0, 0, 106, 5, 0
171, 307, 583, 0, 0
0, 0, 316, 21, 0
0, 264, 1000, 0, 0
246, 493, 753, 0, 0
0, 0, 97, 54, 0
0, 2, 235, 53, 2
0, 0, 16, 0, 0
0, 0, 421, 0, 0
0, 0, 154, 44, 0
0, 16, 420, 0, 0
0, 0, 71, 0, 0
6, 6, 70, 0, 0
0, 8, 391, 106, 0
0, 0, 178, 18, 0
0, 0, 242, 116, 0
4, 17, 189, 6, 0
0, 0, 153, 93, 0
0, 0, 169, 8, 0
0, 0, 175, 0, 0
0, 81, 530, 0, 0
0, 0, 32, 0, 0
0, 0, 147, 48, 0
1, 1, 124, 45, 0
0, 27, 174, 69, 0
0, 0, 146, 0, 0
0, 8, 232, 0, 0
0, 0, 128, 209, 0
0, 0, 0, 35, 0
38, 64, 83, 159, 11
0, 22, 252, 117, 68
0, 0, 21, 0, 0
0, 0, 149, 152, 6
559, 792, 440, 0, 0
0, 0, 148, 35, 0
0, 182, 996, 0, 0
2, 2, 155, 0, 0
0, 0, 0, 0, 0
0, 0, 91, 3, 0
0, 40, 265, 15, 0
0, 50, 280, 71, 0
0, 0, 73, 20, 0
0, 23, 685, 0, 0
17, 136, 413, 0, 0
1, 10, 198, 127, 10
0, 22, 313, 0, 0
0, 0, 234, 0, 0
0, 0, 109, 0, 0
0, 0, 73, 0, 0
0, 0, 292, 100, 0
26, 193, 283, 175, 0
0, 44, 428, 4, 0
0, 11, 177, 0, 0
0, 1, 333, 0, 0
0, 0, 45, 0, 0
0, 64, 261, 0, 0
0, 0, 127, 1, 0
0, 0, 113, 0, 0
0, 3, 317, 1, 0
0, 68, 424, 0, 0
0, 0, 103, 91, 0
0, 0, 22, 13, 0
0, 0, 0, 0, 0
0, 0, 583, 0, 0
0, 0, 214, 43, 0
0, 0, 146, 14, 0
0, 0, 191, 0, 0
0, 0, 220, 0, 0
18, 231, 362, 26, 0
182, 315, 810, 0, 0
